numords,totdol,last,buy
3,26,501,0
8,338,352,1
2,263,851,0
3,352,792,0
6,298,30,0
1,159,815,0
1,309,618,0
3,317,74,0
1,74,443,0
1,89,364,0
1,94,193,0
8,776,872,1
5,350,16,0
9,1223,45,0
5,379,50,0
2,48,667,0
1,62,820,0
1,99,529,0
2,138,67,0
1,305,478,0
1,26,469,0
1,69,394,0
1,39,311,0
1,54,220,0
1,107,113,0
1,199,52,0
4,451,900,0
15,587,16,0
1,124,1019,0
1,39,779,0
2,298,640,0
2,223,183,0
25,1730,42,0
4,156,932,0
3,87,420,0
3,193,473,0
1,49,349,0
3,265,772,0
6,125,162,0
2,204,225,0
22,1419,122,0
3,205,78,0
2,176,493,0
2,134,905,0
1,119,1033,0
3,520,764,0
2,157,284,0
1,17,521,0
2,343,758,0
7,207,753,0
4,305,1012,0
2,88,830,0
3,177,220,0
2,273,382,0
5,265,42,0
1,99,462,0
2,78,25,0
1,49,291,0
2,108,514,0
1,249,284,0
9,569,39,0
2,170,875,0
2,678,326,0
2,663,38,0
4,279,723,0
9,413,161,0
5,456,189,0
7,480,115,0
2,48,1106,0
3,197,168,0
2,70,549,0
3,500,282,0
5,336,686,0
1,324,1107,0
1,119,1094,0
6,563,86,0
3,119,592,0
1,40,857,0
2,405,431,0
3,444,116,0
3,131,654,0
1,209,366,0
1,74,557,0
1,29,525,0
1,139,472,0
1,129,396,0
2,88,360,0
1,179,359,0
2,118,270,0
1,109,276,0
1,314,238,0
1,92,142,0
1,19,39,0
2,73,504,0
5,171,335,0
1,19,921,0
2,166,207,0
2,238,9,0
2,253,326,0
2,208,123,0
3,255,410,0
10,270,283,0
2,218,710,0
3,269,634,0
1,166,834,0
1,99,675,0
2,143,564,0
8,812,203,1
1,109,548,0
6,240,119,0
7,281,1,0
1,9,791,0
1,74,200,0
1,53,122,0
1,84,18,0
3,223,401,0
2,58,522,0
1,109,326,0
1,149,50,0
6,608,549,1
8,559,876,1
2,183,144,0
3,138,968,0
2,28,542,0
1,211,556,0
2,248,240,0
4,442,413,0
2,148,697,0
3,813,176,0
1,79,696,0
20,1275,554,1
2,98,746,0
7,574,375,1
1,59,1088,0
8,540,221,1
14,576,465,1
2,174,451,0
12,1047,361,1
14,1117,10,0
7,921,473,1
2,108,241,0
6,120,65,0
3,137,357,0
1,169,912,0
1,119,1011,0
3,183,805,0
4,742,576,0
2,123,604,0
5,592,394,0
1,59,567,0
6,614,365,1
1,39,596,0
1,159,533,0
1,79,517,0
1,139,466,0
1,39,459,0
2,313,207,0
2,261,276,0
1,109,315,0
5,416,94,0
2,98,1,0
1,49,137,0
2,223,109,0
10,772,220,1
1,99,948,0
2,180,1079,0
3,182,410,0
2,268,952,0
4,450,564,0
6,729,18,0
3,148,772,0
3,569,301,0
1,9,970,0
2,107,263,0
3,337,220,0
2,43,221,0
6,594,10,0
4,368,351,0
1,39,828,0
2,68,25,0
1,99,724,0
3,126,981,0
6,405,400,1
12,702,144,0
2,38,220,0
4,304,316,0
22,1064,212,1
8,284,51,0
1,19,53,0
20,1037,416,1
1,139,1093,0
1,119,725,0
1,39,393,0
17,882,17,0
3,433,633,0
1,49,353,0
3,317,221,0
2,106,877,0
1,49,655,0
2,98,1,0
8,879,4,0
5,247,648,0
2,196,861,0
2,218,1060,0
1,49,1054,0
1,182,869,0
1,49,759,0
2,693,17,0
5,310,185,0
4,241,625,0
11,521,304,1
1,19,826,0
1,142,631,0
1,54,742,0
2,298,715,0
1,132,631,0
1,125,521,0
1,35,498,0
1,229,395,0
1,49,375,0
7,859,777,1
7,425,450,1
2,228,905,0
2,106,157,0
3,628,473,0
6,180,455,0
6,385,1087,1
3,120,883,0
1,134,871,0
2,318,718,0
1,59,774,0
1,89,463,0
1,29,568,0
1,59,337,0
4,172,1,0
1,99,189,0
2,188,38,0
5,162,1,0
13,546,11,0
1,128,988,0
7,334,179,0
2,71,511,0
2,308,611,0
2,26,470,0
1,59,431,0
1,39,371,0
3,128,319,0
9,791,135,0
3,151,752,0
3,215,487,0
2,28,53,0
3,609,941,0
2,58,401,0
2,45,359,0
1,27,410,0
1,119,555,0
1,209,249,0
4,536,130,0
4,434,561,0
2,113,155,0
2,200,513,0
1,69,168,0
2,188,634,0
3,240,184,0
2,65,757,0
4,185,305,0
2,130,1087,0
5,143,239,0
1,69,889,0
2,140,38,0
3,304,973,0
1,379,774,0
1,99,745,0
16,942,85,0
2,68,732,0
8,694,668,1
4,274,281,0
4,276,234,0
4,197,459,0
4,180,361,0
3,216,665,0
4,418,137,0
2,75,655,0
2,262,402,0
2,38,394,0
1,159,74,0
53,3688,106,0
3,214,963,0
31,5382,197,0
20,1313,745,1
1,59,22,0
3,94,773,0
1,19,739,0
3,199,86,0
17,620,141,0
7,319,135,0
4,512,770,0
1,169,752,0
1,29,420,0
1,39,387,0
2,492,429,0
1,59,708,0
2,63,200,0
3,171,882,0
6,410,298,1
21,1037,182,0
3,147,1004,0
3,117,1025,0
7,975,81,0
4,524,262,0
4,386,534,0
4,267,53,0
4,236,1005,0
3,97,71,0
1,139,666,0
2,158,480,0
1,17,520,0
2,128,386,0
1,95,130,0
1,29,73,0
6,708,353,1
7,498,569,1
7,154,806,0
1,99,1092,0
3,341,193,0
1,106,427,0
2,288,9,0
1,29,597,0
2,147,493,0
4,266,219,0
2,163,189,0
1,59,444,0
3,188,185,0
5,304,71,0
2,128,822,0
3,202,158,0
1,159,662,0
3,237,45,0
1,35,471,0
1,139,445,0
37,2379,95,0
1,98,161,0
2,170,883,0
1,169,1087,0
2,96,283,0
1,74,675,0
1,134,620,0
1,59,575,0
1,29,323,0
2,188,1,0
4,594,367,0
1,149,1040,0
1,199,547,0
2,298,417,0
1,99,494,0
8,865,345,1
49,4438,32,0
2,138,358,0
1,39,457,0
2,148,1060,0
5,495,598,0
3,440,484,0
11,704,200,0
1,75,1012,0
2,108,907,0
1,39,577,0
2,308,325,0
2,218,457,0
2,118,395,0
2,29,339,0
1,179,366,0
2,379,105,0
1,79,317,0
3,127,32,0
2,148,777,0
2,219,148,0
1,59,669,0
1,59,273,0
4,179,514,0
4,389,102,0
1,17,886,0
1,19,750,0
2,108,616,0
2,66,641,0
2,258,413,0
1,71,283,0
17,788,946,1
9,514,315,1
8,283,557,0
5,760,135,0
2,288,1058,0
1,39,604,0
1,29,458,0
2,308,23,0
1,149,213,0
3,116,9,0
16,611,6,0
8,320,392,1
8,285,371,0
2,554,889,0
3,145,1072,0
3,741,708,0
1,179,1089,0
4,129,158,0
1,35,863,0
1,35,723,0
2,112,408,0
1,249,716,0
2,143,151,0
2,213,249,0
3,381,241,0
1,32,185,0
2,201,312,0
3,137,11,0
4,751,841,0
7,494,185,0
1,39,918,0
5,221,511,0
1,39,743,0
3,226,78,0
2,258,443,0
1,74,373,0
1,49,280,0
1,287,155,0
12,693,91,0
6,284,737,0
16,1396,179,0
10,571,660,1
8,618,116,0
3,157,458,0
3,175,799,0
2,131,361,0
1,17,1047,0
2,50,764,0
1,147,284,0
3,457,270,0
1,59,606,0
3,212,81,0
2,208,386,0
1,14,389,0
1,99,386,0
1,159,365,0
1,39,325,0
2,61,67,0
3,364,245,0
2,118,302,0
1,112,134,0
1,187,1001,0
2,94,512,0
1,74,207,0
40,1533,79,0
5,365,357,0
3,646,102,0
9,598,168,0
4,217,249,0
1,107,870,0
2,248,458,0
1,54,555,0
1,47,288,0
13,699,337,1
7,210,323,0
8,499,373,1
3,227,24,0
2,238,53,0
5,314,87,0
2,334,998,0
3,185,39,0
2,128,821,0
1,154,448,0
1,80,123,0
7,729,349,1
10,804,1093,1
5,324,877,0
4,499,10,0
5,265,592,0
12,388,94,0
1,233,830,0
1,39,646,0
1,19,553,0
1,89,462,0
1,84,394,0
2,258,249,0
39,1610,172,0
22,1198,1089,1
1,9,1010,0
4,279,318,0
6,649,752,1
1,49,450,0
5,521,17,0
5,373,191,0
1,29,403,0
30,717,406,1
4,155,51,0
3,445,364,0
3,162,792,0
7,436,158,0
2,218,154,0
3,83,382,0
2,433,1,0
2,188,673,0
2,268,347,0
2,136,667,0
1,249,561,0
2,248,25,0
2,214,486,0
1,159,23,0
1,66,920,0
1,194,51,0
2,67,288,0
6,674,382,1
5,260,358,0
3,228,732,0
1,19,982,0
3,264,239,0
2,185,882,0
2,250,667,0
3,483,732,0
4,316,744,0
3,219,465,0
1,79,87,0
1,189,588,0
4,145,722,0
1,301,472,0
1,199,238,0
1,179,221,0
4,274,430,0
1,54,723,0
1,39,581,0
2,48,165,0
1,53,114,0
18,461,171,0
19,940,428,1
3,211,666,0
2,231,115,0
1,99,197,0
2,58,240,0
7,394,144,0
10,548,20,0
1,139,982,0
1,53,564,0
1,35,522,0
15,522,101,0
5,605,375,0
1,34,877,0
3,87,403,0
1,62,974,0
2,179,56,0
3,217,732,0
3,135,364,0
1,19,620,0
2,158,382,0
2,110,277,0
1,59,2083,0
6,1297,42,0
2,228,744,0
13,1292,413,1
3,137,357,0
8,1612,807,1
2,258,610,0
1,89,683,0
2,156,148,0
1,19,407,0
1,129,214,0
1,19,183,0
1,59,60,0
1,57,17,0
8,818,408,1
1,39,952,0
3,68,39,0
9,626,529,1
3,122,676,0
2,257,1088,0
6,409,583,1
3,541,134,0
1,9,750,0
1,95,665,0
1,9,634,0
3,209,158,0
1,69,319,0
1,19,380,0
1,229,136,0
1,199,1043,0
5,556,123,0
1,49,546,0
6,233,766,0
5,162,287,0
9,651,725,1
5,339,288,0
3,316,877,0
2,135,451,0
3,234,534,0
2,188,739,0
2,138,973,0
2,98,323,0
7,869,289,1
1,99,641,0
1,284,11,0
21,646,262,1
9,1173,185,0
18,733,567,1
4,197,963,0
2,188,386,0
2,161,669,0
1,109,799,0
1,49,522,0
1,161,480,0
1,29,349,0
1,99,336,0
1,39,149,0
5,89,193,0
1,59,730,0
5,341,897,0
5,414,401,0
7,401,329,1
2,83,721,0
3,131,505,0
3,199,268,0
1,39,431,0
1,240,387,0
62,5714,67,0
3,314,288,0
3,147,739,0
6,1048,2,0
4,536,42,0
2,493,84,0
1,129,752,0
2,78,248,0
14,967,10,0
3,127,25,0
1,49,1040,0
2,68,620,0
1,80,518,0
1,167,512,0
1,159,296,0
7,460,809,1
3,177,715,0
3,317,795,0
2,139,475,0
9,373,431,1
6,549,326,1
2,97,498,0
1,59,408,0
1,29,298,0
9,766,676,1
3,149,786,0
1,538,718,0
3,258,415,0
4,409,50,0
4,229,610,0
4,266,679,0
1,119,886,0
2,217,401,0
1,49,63,0
3,78,903,0
2,79,973,0
7,267,436,0
1,149,247,0
1,145,95,0
1,29,431,0
1,99,315,0
1,19,1011,0
1,99,725,0
1,8,517,0
3,423,519,0
4,352,352,0
3,277,98,0
68,2859,119,0
3,167,221,0
4,310,464,0
1,119,577,0
1,49,471,0
1,318,64,0
3,173,554,0
2,193,785,0
1,114,1103,0
1,29,1017,0
2,278,520,0
1,68,25,0
14,128,738,0
47,4654,535,1
10,1070,471,1
3,492,1060,0
8,1026,246,1
5,241,386,0
5,235,378,0
3,165,280,0
2,154,743,0
2,118,354,0
30,3876,590,1
6,1069,323,1
5,640,11,0
7,543,724,1
5,484,262,0
1,129,630,0
1,134,464,0
4,227,287,0
1,349,326,0
1,39,79,0
2,358,802,0
2,48,270,0
1,49,210,0
18,612,219,1
9,434,11,0
2,28,1019,0
1,69,414,0
40,4261,142,0
13,647,214,1
3,110,725,0
1,119,178,0
4,932,988,0
5,444,120,0
1,59,686,0
1,189,680,0
1,99,674,0
3,337,312,0
2,156,578,0
2,63,360,0
1,69,256,0
2,88,196,0
27,759,763,1
45,1092,71,0
3,117,648,0
7,529,18,0
4,196,67,0
1,134,1114,0
1,39,1001,0
1,16,911,0
4,271,112,0
1,109,410,0
2,88,18,0
2,458,826,0
1,135,1044,0
1,19,1039,0
2,93,318,0
3,138,626,0
1,9,728,0
1,29,645,0
5,302,476,0
2,216,240,0
1,9,305,0
10,905,80,0
37,4247,193,0
2,142,806,0
9,696,689,1
21,1159,172,0
4,305,554,0
2,128,343,0
15,2478,359,1
4,367,592,0
3,167,220,0
2,168,483,0
5,275,276,0
5,201,913,0
6,403,101,0
3,189,527,0
3,138,53,0
1,177,871,0
2,94,36,0
3,249,157,0
2,38,407,0
1,134,506,0
2,63,312,0
1,17,662,0
3,600,15,0
1,67,141,0
5,332,263,0
3,103,42,0
3,280,1101,0
1,59,927,0
1,39,763,0
1,67,743,0
1,299,612,0
3,130,74,0
22,1260,141,0
15,933,238,1
6,512,414,1
13,1066,284,1
3,55,1082,0
1,79,737,0
3,132,421,0
3,587,395,0
1,49,367,0
1,125,696,0
1,184,604,0
1,53,487,0
1,44,455,0
1,107,441,0
1,149,329,0
2,243,161,0
5,354,799,0
1,19,737,0
2,208,24,0
1,214,386,0
5,150,100,0
10,482,4,0
4,211,823,0
2,151,861,0
4,288,218,0
4,256,773,0
1,99,758,0
6,414,388,1
1,35,520,0
1,49,371,0
7,450,311,1
11,429,207,1
3,72,743,0
12,368,137,0
1,29,751,0
1,44,680,0
2,138,625,0
1,59,387,0
4,196,30,0
1,85,224,0
1,26,107,0
1,19,59,0
9,160,134,0
7,275,157,0
2,719,718,0
6,366,249,1
1,14,905,0
3,247,172,0
1,17,499,0
1,39,240,0
12,1118,116,0
2,213,522,0
5,125,326,0
3,125,323,0
6,711,403,1
2,228,1108,0
5,394,438,0
2,190,1008,0
1,89,1107,0
2,295,722,0
1,128,876,0
4,388,373,0
1,116,875,0
3,316,44,0
1,39,752,0
7,570,113,0
4,866,217,0
2,318,556,0
4,598,466,0
1,129,479,0
1,49,438,0
2,93,399,0
1,259,312,0
3,127,4,0
5,650,402,0
2,70,252,0
2,187,505,0
1,114,457,0
1,89,480,0
1,29,359,0
8,256,870,0
4,296,557,0
29,2088,29,0
9,406,39,0
2,47,583,0
3,326,344,0
3,177,784,0
2,175,606,0
1,23,137,0
10,582,2,0
6,669,731,1
2,123,1025,0
5,301,463,0
1,139,794,0
1,115,610,0
3,397,354,0
2,113,395,0
1,102,207,0
6,591,238,1
1,53,128,0
6,234,65,0
7,745,963,1
4,276,830,0
2,243,179,0
2,128,549,0
2,133,1089,0
1,79,946,0
1,19,904,0
1,119,722,0
2,153,556,0
2,110,106,0
2,298,225,0
1,29,386,0
1,59,385,0
7,394,63,0
3,147,371,0
11,721,48,0
1,161,641,0
1,116,504,0
1,140,1087,0
4,362,780,0
1,35,470,0
6,394,10,0
1,104,749,0
3,456,556,0
3,94,233,0
17,725,725,1
2,153,53,0
4,166,410,0
3,787,470,0
1,79,472,0
11,563,235,1
8,964,487,1
5,609,476,0
1,124,598,0
1,99,227,0
1,160,113,0
1,17,770,0
1,24,1005,0
1,99,717,0
4,563,99,0
3,96,235,0
4,595,291,0
2,378,794,0
7,326,505,1
8,314,805,1
1,19,107,0
10,390,612,1
7,304,56,0
6,857,219,1
1,269,984,0
5,330,708,0
2,174,861,0
2,158,382,0
1,29,360,0
1,129,746,0
1,99,564,0
3,417,1075,0
1,31,872,0
1,154,399,0
1,126,801,0
5,298,13,0
3,115,161,0
1,44,745,0
1,199,554,0
1,49,319,0
1,129,753,0
2,58,449,0
2,448,801,0
1,179,375,0
3,258,156,0
2,83,24,0
1,54,291,0
1,109,106,0
12,529,50,0
10,901,193,0
6,557,385,1
3,131,875,0
4,380,399,0
6,232,326,0
4,89,540,0
1,79,571,0
1,24,438,0
1,84,130,0
12,912,508,1
5,302,913,0
2,233,323,0
7,614,255,1
1,274,480,0
1,9,361,0
2,245,970,0
5,313,466,0
2,192,520,0
9,958,312,1
3,123,238,0
11,842,1306,1
3,178,583,0
10,563,43,0
3,279,380,0
3,217,396,0
8,190,185,0
1,119,809,0
3,508,527,0
4,231,388,0
1,99,430,0
1,219,400,0
2,143,295,0
5,207,585,0
8,475,95,0
2,148,15,0
1,49,357,0
17,888,191,0
1,19,555,0
2,151,91,0
20,838,289,1
3,71,239,0
1,99,626,0
3,127,1039,0
3,340,591,0
1,119,1094,0
3,181,455,0
1,19,634,0
1,161,463,0
1,160,277,0
1,25,218,0
8,396,525,1
5,503,326,0
10,515,172,0
18,891,114,0
9,607,781,1
3,245,521,0
15,1207,407,1
2,68,385,0
1,170,618,0
7,640,149,0
1,119,28,0
1,79,22,0
6,102,225,0
5,331,753,0
2,338,590,0
2,108,354,0
1,19,120,0
3,217,227,0
1,39,812,0
1,59,443,0
1,14,163,0
2,193,36,0
1,249,1089,0
7,312,119,0
1,194,549,0
11,326,589,1
14,954,806,1
6,492,45,0
10,987,231,1
1,99,995,0
2,64,504,0
1,19,611,0
2,238,205,0
1,19,427,0
1,11,282,0
4,272,679,0
1,71,485,0
2,211,905,0
3,172,926,0
1,107,841,0
4,302,682,0
2,113,1037,0
4,304,158,0
5,209,179,0
3,235,728,0
3,86,130,0
2,168,116,0
6,968,240,1
3,147,191,0
4,697,57,0
1,9,711,0
3,252,634,0
1,209,610,0
1,69,517,0
1,35,477,0
1,39,435,0
2,38,7,0
1,39,371,0
1,229,361,0
2,154,256,0
3,98,221,0
1,59,11,0
1,17,781,0
1,9,1008,0
10,712,381,1
1,59,164,0
1,39,540,0
2,28,381,0
2,368,53,0
1,39,970,0
5,209,361,0
3,197,494,0
1,24,409,0
2,208,751,0
1,139,42,0
3,182,626,0
2,52,95,0
1,124,311,0
2,209,512,0
2,163,373,0
3,210,947,0
1,165,822,0
5,268,56,0
3,431,583,0
3,75,749,0
1,49,1092,0
1,12,182,0
1,49,991,0
2,47,484,0
5,250,935,0
10,697,49,0
1,251,521,0
1,35,113,0
1,57,71,0
2,98,620,0
2,418,248,0
3,208,727,0
4,186,798,0
2,238,1087,0
2,128,780,0
1,39,723,0
1,49,519,0
2,108,296,0
1,79,80,0
4,299,759,0
4,105,921,0
4,156,403,0
5,325,529,0
2,332,501,0
2,458,282,0
2,244,827,0
1,119,465,0
1,39,319,0
2,432,114,0
1,154,214,0
2,241,113,0
5,445,631,0
2,118,756,0
1,35,703,0
1,39,364,0
12,1213,11,0
2,88,592,0
2,138,428,0
2,98,739,0
3,468,781,0
4,358,116,0
1,225,543,0
14,807,10,0
13,356,127,0
2,1158,675,0
5,265,24,0
2,79,255,0
3,227,595,0
3,117,324,0
1,144,788,0
4,477,578,0
3,112,170,0
2,398,463,0
3,412,102,0
4,846,323,0
2,269,192,0
1,119,305,0
24,1422,206,1
5,798,249,0
3,105,261,0
7,613,851,1
4,541,571,0
6,624,158,0
2,98,311,0
2,161,856,0
1,181,802,0
1,39,540,0
2,36,143,0
1,139,637,0
1,98,514,0
2,193,347,0
1,59,284,0
1,39,197,0
1,234,121,0
57,3068,121,0
2,113,652,0
1,19,444,0
1,139,233,0
1,9,967,0
1,79,359,0
7,1136,283,1
4,206,793,0
5,838,646,0
3,257,360,0
7,296,543,0
2,328,1012,0
4,341,655,0
1,109,1101,0
4,184,668,0
1,89,861,0
1,59,669,0
3,102,464,0
1,9,582,0
4,421,506,0
1,24,500,0
1,79,441,0
1,49,394,0
2,168,302,0
3,437,22,0
2,52,157,0
1,51,291,0
6,142,462,0
3,257,517,0
1,35,465,0
1,119,366,0
1,149,1115,0
3,223,945,0
2,108,977,0
1,229,562,0
1,179,445,0
2,102,148,0
2,148,14,0
1,219,36,0
1,119,1009,0
1,19,585,0
9,537,72,0
9,645,812,1
5,227,598,0
3,181,435,0
3,302,508,0
1,229,1093,0
5,190,368,0
5,182,267,0
4,399,311,0
2,145,885,0
1,69,724,0
4,221,512,0
1,59,680,0
1,74,666,0
1,204,647,0
2,158,541,0
1,19,414,0
1,19,354,0
1,49,247,0
1,45,133,0
1,109,53,0
4,73,130,0
6,462,155,0
2,38,732,0
2,155,290,0
1,149,388,0
1,12,23,0
1,82,156,0
2,98,725,0
1,49,532,0
3,330,1,0
1,91,87,0
1,175,982,0
1,49,203,0
6,209,211,0
18,3992,242,1
2,160,886,0
2,170,413,0
7,355,22,0
1,116,1092,0
2,178,779,0
2,118,448,0
2,133,368,0
1,189,616,0
1,74,18,0
2,302,743,0
1,169,739,0
3,327,1073,0
3,90,742,0
1,59,1029,0
2,289,413,0
36,2083,296,1
4,604,680,0
8,444,842,1
5,133,151,0
1,79,928,0
4,90,459,0
1,114,735,0
3,432,303,0
1,89,471,0
1,64,253,0
2,401,1005,0
5,337,1089,0
4,286,576,0
3,172,904,0
3,163,147,0
3,422,211,0
1,44,518,0
1,29,380,0
2,115,137,0
1,179,108,0
1,74,92,0
2,146,745,0
4,708,24,0
5,285,375,0
1,122,893,0
1,59,753,0
1,14,651,0
2,58,458,0
2,128,458,0
2,258,358,0
12,769,30,0
2,121,708,0
1,29,935,0
1,365,822,0
7,724,4,0
20,1245,42,0
10,509,513,1
1,9,918,0
2,108,301,0
2,418,722,0
2,198,205,0
1,29,547,0
2,148,403,0
1,89,308,0
1,89,261,0
1,39,158,0
5,540,351,0
2,217,1088,0
3,217,438,0
2,178,471,0
2,76,329,0
5,185,962,0
5,215,582,0
5,365,25,0
2,188,49,0
2,203,619,0
1,14,585,0
1,39,396,0
5,625,16,0
1,104,498,0
1,68,480,0
1,139,479,0
1,19,326,0
1,79,170,0
1,109,38,0
10,1293,571,1
3,180,805,0
8,428,235,1
10,1025,115,0
3,140,203,0
1,229,963,0
4,297,59,0
3,190,655,0
1,259,717,0
1,40,388,0
1,99,387,0
1,19,1050,0
1,249,368,0
1,19,184,0
3,81,492,0
7,291,162,0
2,304,1115,0
5,137,234,0
2,53,655,0
2,71,542,0
2,128,396,0
3,172,178,0
5,505,58,0
1,24,119,0
1,149,402,0
1,174,927,0
3,171,547,0
4,188,1065,0
2,76,494,0
3,183,483,0
8,255,81,0
1,44,814,0
3,127,438,0
1,341,487,0
2,278,77,0
1,74,409,0
3,273,892,0
1,140,770,0
3,157,731,0
2,228,679,0
6,2525,21,0
3,1022,310,0
1,49,290,0
1,209,277,0
1,109,135,0
1,29,98,0
2,122,22,0
1,434,959,0
1,179,198,0
15,1068,46,0
3,77,246,0
2,373,827,0
1,114,862,0
3,137,752,0
2,168,483,0
1,225,648,0
2,203,498,0
1,29,465,0
4,171,207,0
1,49,324,0
1,61,302,0
1,69,298,0
1,119,183,0
1,69,49,0
2,138,408,0
2,159,234,0
3,197,207,0
3,492,431,0
9,198,23,0
3,377,318,0
1,117,905,0
1,104,541,0
3,360,16,0
1,29,284,0
2,453,1037,0
15,513,32,0
1,40,116,0
1,109,43,0
12,440,918,1
4,269,732,0
7,401,375,1
1,139,1107,0
1,18,975,0
2,148,242,0
13,816,561,1
2,157,795,0
3,455,536,0
3,610,46,0
1,62,883,0
1,99,553,0
1,234,450,0
4,325,835,0
13,546,212,1
16,786,1037,1
13,792,16,0
4,256,184,0
1,14,742,0
4,476,338,0
1,69,631,0
1,109,353,0
10,686,739,1
4,127,366,0
23,1197,304,1
3,200,535,0
16,1457,135,0
2,142,42,0
6,477,437,1
4,382,800,0
5,1112,431,0
1,59,574,0
2,98,106,0
1,59,151,0
5,330,437,0
8,382,381,1
4,287,233,0
1,35,157,0
1,99,942,0
1,179,910,0
1,89,81,0
20,1442,210,1
3,268,780,0
4,368,344,0
4,211,422,0
1,134,876,0
2,112,123,0
1,161,514,0
1,99,371,0
16,752,910,1
32,3959,39,0
18,4539,189,0
1,112,954,0
2,139,241,0
2,168,380,0
3,117,374,0
4,331,420,0
1,49,1047,0
3,335,123,0
8,1149,767,1
3,116,448,0
4,350,557,0
2,218,233,0
3,117,801,0
3,122,122,0
2,88,1002,0
2,228,316,0
1,517,869,0
2,45,508,0
1,89,612,0
1,269,604,0
1,19,599,0
1,122,569,0
5,466,203,0
1,62,472,0
1,294,396,0
1,139,99,0
2,158,50,0
1,49,42,0
1,25,16,0
54,4535,168,0
25,1019,158,0
6,371,291,1
11,760,291,1
1,169,785,0
3,149,234,0
2,153,67,0
1,109,368,0
14,391,317,1
1,134,521,0
2,143,248,0
1,49,80,0
1,26,39,0
2,52,99,0
6,1063,928,1
10,524,438,1
2,43,417,0
1,9,1093,0
4,176,317,0
1,159,542,0
2,563,233,0
30,1209,252,1
2,193,22,0
3,487,567,0
3,307,589,0
1,214,791,0
8,464,36,0
1,25,633,0
5,281,235,0
2,39,483,0
2,333,938,0
7,396,256,1
13,1028,25,0
9,836,147,0
7,458,662,1
3,141,774,0
6,301,704,1
1,9,987,0
1,44,872,0
1,344,543,0
2,204,310,0
1,51,466,0
1,99,281,0
1,149,262,0
1,49,158,0
2,138,623,0
3,257,660,0
2,119,522,0
1,69,395,0
1,49,100,0
1,74,98,0
2,143,3,0
1,47,329,0
1,19,72,0
2,218,455,0
2,265,857,0
3,191,639,0
3,139,571,0
1,459,675,0
1,59,647,0
12,434,239,1
35,1392,59,0
10,576,163,0
2,166,416,0
3,173,487,0
1,19,973,0
4,296,549,0
1,29,919,0
8,247,32,0
3,672,11,0
6,264,207,0
3,92,512,0
1,129,570,0
1,99,449,0
1,277,256,0
1,69,219,0
1,129,25,0
3,168,56,0
1,119,708,0
1,99,675,0
1,14,352,0
1,64,165,0
20,682,101,0
1,129,961,0
6,405,666,1
1,89,511,0
1,114,337,0
1,159,226,0
6,582,80,0
4,310,9,0
1,49,1017,0
2,118,409,0
1,79,939,0
3,153,805,0
1,9,743,0
1,179,406,0
1,54,403,0
1,69,241,0
1,59,92,0
3,245,366,0
6,205,191,0
1,119,757,0
1,19,673,0
3,187,205,0
1,139,486,0
1,67,480,0
6,239,819,0
6,128,25,0
13,682,99,0
6,654,100,0
2,92,469,0
5,532,781,0
2,158,739,0
4,326,178,0
3,102,751,0
1,49,1039,0
2,166,613,0
1,29,665,0
2,956,252,0
1,175,497,0
1,35,483,0
1,29,381,0
1,53,151,0
1,282,149,0
5,608,494,0
9,363,161,0
2,240,658,0
5,574,353,0
1,194,531,0
2,62,130,0
1,49,435,0
2,114,303,0
2,178,18,0
1,129,162,0
14,911,18,0
7,428,485,1
1,209,260,0
3,73,1079,0
3,108,499,0
3,182,190,0
3,170,477,0
2,223,744,0
4,563,25,0
1,14,575,0
1,24,407,0
1,49,382,0
1,69,323,0
1,63,53,0
1,49,46,0
4,233,466,0
4,252,74,0
1,177,416,0
15,619,799,1
4,301,742,0
4,336,326,0
10,377,23,0
3,161,717,0
2,525,322,0
2,136,1094,0
8,941,100,0
1,79,1096,0
7,660,283,1
2,114,604,0
1,99,599,0
2,88,319,0
1,129,379,0
1,39,288,0
1,44,81,0
1,369,59,0
1,99,45,0
6,352,25,0
9,604,283,1
4,136,728,0
4,466,437,0
3,165,157,0
3,157,365,0
3,357,849,0
1,71,856,0
1,19,632,0
1,39,451,0
3,117,154,0
1,29,227,0
1,49,21,0
9,1391,645,1
2,148,662,0
2,48,296,0
1,179,765,0
4,311,710,0
1,19,683,0
1,17,511,0
11,496,192,0
4,200,802,0
1,49,352,0
3,257,833,0
5,552,142,0
1,209,805,0
2,290,616,0
1,15,737,0
2,208,323,0
1,99,606,0
1,109,567,0
1,44,514,0
1,224,434,0
1,12,304,0
2,188,9,0
1,89,44,0
2,34,1,0
28,2781,32,0
10,980,312,1
5,817,808,0
5,260,99,0
6,259,730,0
2,138,919,0
2,64,667,0
1,219,997,0
1,67,480,0
6,310,266,1
3,237,400,0
3,190,668,0
1,79,704,0
1,189,674,0
4,196,220,0
3,134,317,0
1,129,617,0
3,207,494,0
1,69,542,0
1,279,368,0
4,177,129,0
19,768,427,1
12,861,361,1
4,87,284,0
1,24,240,0
13,724,605,1
1,149,749,0
2,48,715,0
1,139,252,0
1,155,35,0
37,1831,247,1
6,297,256,0
1,17,638,0
1,24,534,0
7,243,382,0
2,181,431,0
1,9,1008,0
1,59,686,0
9,1346,140,0
3,237,384,0
1,26,130,0
35,1757,777,1
29,1012,46,0
1,62,137,0
37,1689,318,1
18,854,651,1
9,1477,690,1
5,451,361,0
2,247,518,0
